"accno","tran_dtm","amt","tr_code"
100008,2014-04-25 00:00:00,654561,L2
100009,2014-04-26 00:00:00,393646,D2
100010,2014-04-27 00:00:00,446263,D2
100011,2014-04-28 00:00:00,556165,D2
100012,2014-04-29 00:00:00,692837,L2
100013,2000-08-16 00:00:00,626238,D2
100014,2000-08-17 00:00:00,350515,L3
100015,2000-08-18 00:00:00,529264,D2
100016,2000-08-19 00:00:00,89479,D3
100017,2000-08-20 00:00:00,68765,D2
100018,2000-08-21 00:00:00,411213,L2
100019,2000-08-22 00:00:00,605658,D3
100020,2000-08-23 00:00:00,736527,D3
100021,2000-08-24 00:00:00,545189,D2
100022,2000-08-25 00:00:00,346593,L3
100023,2000-08-26 00:00:00,278933,L1
100024,2000-08-27 00:00:00,73690,D2
100025,2000-08-28 00:00:00,746217,D1
100026,2000-08-29 00:00:00,187827,L2
100027,2000-08-30 00:00:00,724613,L1
100028,2000-08-31 00:00:00,394672,D1
100029,2000-09-01 00:00:00,560674,L1
100030,2000-09-02 00:00:00,194043,L1
100031,2000-09-03 00:00:00,177786,D2
100032,2000-09-04 00:00:00,275004,D3
100033,2000-09-05 00:00:00,605734,L1
100034,2000-09-06 00:00:00,993995,D2
100035,2000-09-07 00:00:00,572119,L1
100036,2000-09-08 00:00:00,850046,L3
100037,2000-09-09 00:00:00,934218,D1
100038,2000-09-10 00:00:00,124398,L2
100039,2000-09-11 00:00:00,25930,D1
100040,2000-09-12 00:00:00,551332,D2
100041,2000-09-13 00:00:00,933945,D3
100042,2000-09-14 00:00:00,131609,D2
100043,2000-09-15 00:00:00,305156,D2
100044,2000-09-16 00:00:00,547541,D2
100045,2000-09-17 00:00:00,960519,L2
100046,2000-09-18 00:00:00,789150,D2
100047,2000-09-19 00:00:00,895269,D2
100048,2000-09-20 00:00:00,563885,L2
100049,2000-09-21 00:00:00,46667,D2
100050,2000-09-22 00:00:00,947895,D2
100051,2000-09-23 00:00:00,319106,L1
100052,2000-09-24 00:00:00,497379,D2
100053,2000-09-25 00:00:00,399287,L3
100054,2000-09-26 00:00:00,114627,L3
100055,2000-09-27 00:00:00,421242,L3
100056,2000-09-28 00:00:00,605164,D2
100057,2000-09-29 00:00:00,155406,L3
100058,2000-09-30 00:00:00,331769,D3
100059,2000-10-01 00:00:00,550436,L3
100060,2000-10-02 00:00:00,527914,L3
100061,2000-10-03 00:00:00,97638,D2
100062,2000-10-04 00:00:00,382762,L2
100063,2000-10-05 00:00:00,545079,L1
100064,2000-10-06 00:00:00,417700,L2
100065,2000-10-07 00:00:00,782834,L1
100066,2000-10-08 00:00:00,21191,L1
100067,2000-10-09 00:00:00,412876,D2
100068,2000-10-10 00:00:00,972384,D3
100069,2000-10-11 00:00:00,654201,D2
100070,2000-10-12 00:00:00,556912,D2
100071,2000-10-13 00:00:00,922902,D1
100072,2000-10-14 00:00:00,33157,L2
100073,2000-10-15 00:00:00,562252,D3
100074,2000-10-16 00:00:00,823822,D2
100075,2000-10-17 00:00:00,778866,L2
100076,2000-10-18 00:00:00,685235,D2
100077,2000-10-19 00:00:00,217972,L3
100078,2000-10-20 00:00:00,91639,D1
100079,2000-10-21 00:00:00,24291,D3
100080,2000-10-22 00:00:00,778468,D2
100081,2000-10-23 00:00:00,178143,D2
100082,2000-10-24 00:00:00,389453,L1
100083,2000-10-25 00:00:00,752332,L3
100084,2000-10-26 00:00:00,197911,D2
100085,2000-10-27 00:00:00,250372,D2
100086,2000-10-28 00:00:00,663926,D2
100087,2000-10-29 00:00:00,217805,L1
100088,2000-10-30 00:00:00,166993,D2
100089,2000-10-31 00:00:00,254854,D2
100090,2000-11-01 00:00:00,367995,L2
100091,2000-11-02 00:00:00,99002,D1
100092,2000-11-03 00:00:00,284856,D2
100093,2000-11-04 00:00:00,467122,L1
100094,2000-11-05 00:00:00,131151,L3
100095,2000-11-06 00:00:00,480653,L1
100096,2000-11-07 00:00:00,85815,D1
100097,2000-11-08 00:00:00,925918,L3
100098,2000-11-09 00:00:00,996431,D2
100099,2000-11-10 00:00:00,908589,D2
100100,2000-11-11 00:00:00,285752,D3
100101,2000-11-12 00:00:00,153094,D1
100102,2000-11-13 00:00:00,165351,D2
100103,2000-11-14 00:00:00,498632,L1
100104,2000-11-15 00:00:00,817480,D2
100105,2000-11-16 00:00:00,799329,L1
100106,2000-11-17 00:00:00,908357,D1
100107,2000-11-18 00:00:00,784103,L2
100108,2000-11-19 00:00:00,86269,L2
100109,2000-11-20 00:00:00,329612,D1
100110,2000-11-21 00:00:00,321155,D2
100111,2000-11-22 00:00:00,424562,D1
100112,2000-11-23 00:00:00,285298,D2
100113,2000-11-24 00:00:00,258275,L3
100114,2000-11-25 00:00:00,690080,L3
100115,2000-11-26 00:00:00,286915,L1
100116,2000-11-27 00:00:00,64864,D2
100117,2000-11-28 00:00:00,953837,D2
100118,2000-11-29 00:00:00,137869,D2
100119,2000-11-30 00:00:00,249089,L2
100120,2000-12-01 00:00:00,652905,L2
100121,2000-12-02 00:00:00,232523,D3
100122,2000-12-03 00:00:00,715196,L3
100123,2000-12-04 00:00:00,599689,D2
100124,2000-12-05 00:00:00,537703,D2
100125,2000-12-06 00:00:00,261315,D2
100126,2000-12-07 00:00:00,179425,D3
100127,2000-12-08 00:00:00,78751,L3
100128,2000-12-09 00:00:00,803448,D2
100129,2000-12-10 00:00:00,368453,D1
100130,2000-12-11 00:00:00,233610,L2
100131,2000-12-12 00:00:00,394051,D2
100132,2000-12-13 00:00:00,38773,L2
100062,2004-08-11 00:00:00,176858,D1
100063,2004-08-12 00:00:00,601703,D2
100064,2004-08-13 00:00:00,987565,L1
100065,2004-08-14 00:00:00,101208,D1
100066,2004-08-15 00:00:00,385281,L3
100067,2004-08-16 00:00:00,817100,D2
100068,2004-08-17 00:00:00,712747,D2
100069,2004-08-18 00:00:00,850411,L3
100070,2004-08-19 00:00:00,415264,D2
100071,2004-08-20 00:00:00,645072,D1
100072,2004-08-21 00:00:00,163991,L2
100073,2004-08-22 00:00:00,459948,L1
100074,2004-08-23 00:00:00,537977,L2
100075,2004-08-24 00:00:00,515773,L2
100076,2004-08-25 00:00:00,898243,D2
100077,2004-08-26 00:00:00,482273,D1
100078,2004-08-27 00:00:00,338776,L2
100079,2004-08-28 00:00:00,334598,D1
100080,2004-08-29 00:00:00,884216,L3
100081,2004-08-30 00:00:00,662052,L1
100082,2004-08-31 00:00:00,158003,D2
100083,2004-09-01 00:00:00,909089,L3
100084,2004-09-02 00:00:00,960369,D2
100085,2004-09-03 00:00:00,914438,L2
100086,2004-09-04 00:00:00,39581,L1
100087,2004-09-05 00:00:00,351302,D2
100088,2004-09-06 00:00:00,2663,D2
100089,2004-09-07 00:00:00,917312,L3
100090,2004-09-08 00:00:00,274102,L1
100091,2004-09-09 00:00:00,461429,D2
100092,2004-09-10 00:00:00,305355,D3
100093,2004-09-11 00:00:00,17656,D2
100094,2004-09-12 00:00:00,146584,L3
100095,2004-09-13 00:00:00,641539,D2
100096,2004-09-14 00:00:00,973188,L1
100097,2004-09-15 00:00:00,51977,L2
100098,2004-09-16 00:00:00,615801,D3
100099,2004-09-17 00:00:00,829281,D3
100100,2004-09-18 00:00:00,63996,D3
100101,2004-09-19 00:00:00,389962,D2
100102,2004-09-20 00:00:00,552325,L3
100103,2004-09-21 00:00:00,540246,D2
100104,2004-09-22 00:00:00,298505,D2
100105,2004-09-23 00:00:00,798164,D2
100106,2004-09-24 00:00:00,430236,L1
100107,2004-09-25 00:00:00,826058,D2
100108,2004-09-26 00:00:00,305090,D3
100109,2004-09-27 00:00:00,88993,D2
100110,2004-09-28 00:00:00,359659,D3
100111,2004-09-29 00:00:00,415861,D3
100112,2004-09-30 00:00:00,850667,D1
100113,2004-10-01 00:00:00,341930,D1
100114,2004-10-02 00:00:00,289474,L3
100115,2004-10-03 00:00:00,4800,L2
100116,2004-10-04 00:00:00,561017,D2
100117,2004-10-05 00:00:00,469205,D2
100118,2004-10-06 00:00:00,369987,D2
100119,2004-10-07 00:00:00,81693,D2
100120,2004-10-08 00:00:00,445043,D2
100121,2004-10-09 00:00:00,517748,D2
100122,2004-10-10 00:00:00,676452,L2
100123,2004-10-11 00:00:00,547836,L3
100124,2004-10-12 00:00:00,625380,D2
100125,2004-10-13 00:00:00,270649,D1
100126,2004-10-14 00:00:00,879932,L2
100127,2004-10-15 00:00:00,864578,D2
100128,2004-10-16 00:00:00,87698,D2
100129,2004-10-17 00:00:00,666041,L1
100130,2004-10-18 00:00:00,321880,L1
100131,2004-10-19 00:00:00,181896,D2
100132,2004-10-20 00:00:00,425407,L3
100133,2004-10-21 00:00:00,231951,D2
100134,2004-10-22 00:00:00,609487,D3
100135,2004-10-23 00:00:00,584867,D1
100136,2004-10-24 00:00:00,523637,D1
100137,2004-10-25 00:00:00,337732,L2
100138,2004-10-26 00:00:00,801527,L1
100139,2004-10-27 00:00:00,856239,D3
100140,2004-10-28 00:00:00,151017,D3
100141,2004-10-29 00:00:00,500864,L1
100142,2004-10-30 00:00:00,22805,L2
100143,2004-10-31 00:00:00,889198,D3
100144,2004-11-01 00:00:00,20352,L1
100145,2004-11-02 00:00:00,344536,D1
100146,2004-11-03 00:00:00,926386,L3
100147,2004-11-04 00:00:00,665061,D3
100148,2004-11-05 00:00:00,957412,D2
100149,2004-11-06 00:00:00,38709,D3
100150,2004-11-07 00:00:00,592204,L2
100151,2004-11-08 00:00:00,804832,D1
100152,2004-11-09 00:00:00,879804,D2
100153,2004-11-10 00:00:00,993854,D3
100154,2004-11-11 00:00:00,808363,D2
100155,2004-11-12 00:00:00,422316,L2
100156,2004-11-13 00:00:00,417343,L2
100157,2004-11-14 00:00:00,903912,D3
100158,2004-11-15 00:00:00,491202,D3
100159,2004-11-16 00:00:00,798057,L1
100160,2004-11-17 00:00:00,502355,D2
100161,2004-11-18 00:00:00,773564,D2
100162,2004-11-19 00:00:00,870952,L1
100163,2004-11-20 00:00:00,362026,D2
100164,2004-11-21 00:00:00,506684,L3
100165,2004-11-22 00:00:00,796440,L2
100166,2004-11-23 00:00:00,759510,L2
100167,2004-11-24 00:00:00,25720,L3
100168,2004-11-25 00:00:00,946290,L2
100169,2004-11-26 00:00:00,629159,L1
100170,2004-11-27 00:00:00,997489,L1
100171,2004-11-28 00:00:00,326009,D2
100172,2004-11-29 00:00:00,283551,D1
100173,2004-11-30 00:00:00,697213,D2
100174,2004-12-01 00:00:00,530167,D3
100175,2004-12-02 00:00:00,135631,D2
100176,2004-12-03 00:00:00,326027,D2
100177,2004-12-04 00:00:00,405550,D2
100178,2004-12-05 00:00:00,46019,L1
100179,2004-12-06 00:00:00,806269,L2
100180,2004-12-07 00:00:00,470248,L2
100181,2004-12-08 00:00:00,702698,D2
100182,2004-12-09 00:00:00,359457,D1
100183,2004-12-10 00:00:00,439418,L2
100184,2004-12-11 00:00:00,955375,D2
100185,2004-12-12 00:00:00,531450,D3
100186,2004-12-13 00:00:00,106904,D3
100187,2004-12-14 00:00:00,597657,L3
100188,2004-12-15 00:00:00,35049,D2
100189,2004-12-16 00:00:00,239517,D2
100190,2004-12-17 00:00:00,223002,L3
100191,2004-12-18 00:00:00,879402,D2
100192,2004-12-19 00:00:00,162644,D2
100193,2004-12-20 00:00:00,758386,L3
100194,2004-12-21 00:00:00,148889,D2
100195,2004-12-22 00:00:00,776264,L2
100196,2004-12-23 00:00:00,431547,D2
100197,2004-12-24 00:00:00,333184,D1
100198,2004-12-25 00:00:00,776458,L2
100199,2004-12-26 00:00:00,164491,L2
100200,2004-12-27 00:00:00,70859,D2
100001,2004-12-28 00:00:00,859111,D2
100002,2004-12-29 00:00:00,739932,D1
100003,2004-12-30 00:00:00,861605,L2
100004,2004-12-31 00:00:00,328433,D2
100005,2005-01-01 00:00:00,724860,D2
100006,2005-01-02 00:00:00,863056,D2
100007,2005-01-03 00:00:00,352563,D3
100008,2005-01-04 00:00:00,488975,D2
100009,2005-01-05 00:00:00,554673,L1
100010,2005-01-06 00:00:00,990288,D2
100011,2005-01-07 00:00:00,860904,L3
100012,2005-01-08 00:00:00,873346,D3
100013,2005-01-09 00:00:00,995481,D3
100014,2005-01-10 00:00:00,726240,D2
100015,2005-01-11 00:00:00,153066,D1
100016,2005-01-12 00:00:00,88584,L3
100017,2005-01-13 00:00:00,27439,D3
100018,2005-01-14 00:00:00,820440,D3
100019,2005-01-15 00:00:00,13526,D3
100020,2005-01-16 00:00:00,771595,L3
100021,2005-01-17 00:00:00,296330,D3
100022,2005-01-18 00:00:00,915666,D1
100023,2005-01-19 00:00:00,981434,D1
100024,2005-01-20 00:00:00,300545,L1
100025,2005-01-21 00:00:00,79906,D2
100026,2005-01-22 00:00:00,964600,D2
100027,2005-01-23 00:00:00,385538,L2
100028,2005-01-24 00:00:00,830649,D2
100029,2005-01-25 00:00:00,723610,L1
100030,2005-01-26 00:00:00,825919,D2
100031,2005-01-27 00:00:00,449268,D2
100032,2005-01-28 00:00:00,411922,D3
100033,2005-01-29 00:00:00,564452,D2
100034,2005-01-30 00:00:00,983695,L1
100035,2005-01-31 00:00:00,959140,D2
100036,2005-02-01 00:00:00,271263,D2
100037,2005-02-02 00:00:00,357705,D2
100038,2005-02-03 00:00:00,899719,L3
100039,2005-02-04 00:00:00,966840,D2
100040,2005-02-05 00:00:00,647144,D2
100041,2005-02-06 00:00:00,154857,D2
100042,2005-02-07 00:00:00,330318,L2
100043,2005-02-08 00:00:00,332494,D2
100044,2005-02-09 00:00:00,682115,D3
100045,2005-02-10 00:00:00,566121,D3
100046,2005-02-11 00:00:00,429931,D2
100047,2005-02-12 00:00:00,116670,L1
100048,2005-02-13 00:00:00,431684,D2
100049,2005-02-14 00:00:00,997266,L2
100050,2005-02-15 00:00:00,298451,D2
100051,2005-02-16 00:00:00,472694,D1
100052,2005-02-17 00:00:00,969346,D1
100053,2005-02-18 00:00:00,817756,L2
100054,2005-02-19 00:00:00,68915,L1
100055,2005-02-20 00:00:00,815593,D1
100056,2005-02-21 00:00:00,738167,D2
100057,2005-02-22 00:00:00,369480,D2
100058,2005-02-23 00:00:00,51953,L1
100059,2005-02-24 00:00:00,896723,L2
100060,2005-02-25 00:00:00,749303,D2
100061,2005-02-26 00:00:00,38880,D2
100062,2005-02-27 00:00:00,983762,D2
100063,2005-02-28 00:00:00,840739,D2
100064,2005-03-01 00:00:00,102926,L2
100065,2005-03-02 00:00:00,469018,L1
100066,2005-03-03 00:00:00,891123,L3
100067,2005-03-04 00:00:00,84915,D2
100068,2005-03-05 00:00:00,675461,L1
100069,2005-03-06 00:00:00,706054,D3
100070,2005-03-07 00:00:00,941822,D1
100071,2005-03-08 00:00:00,259218,D2
100072,2005-03-09 00:00:00,149677,L1
100073,2005-03-10 00:00:00,584666,D3
100074,2005-03-11 00:00:00,687314,L2
100075,2005-03-12 00:00:00,757399,D1
100076,2005-03-13 00:00:00,791289,D3
100077,2005-03-14 00:00:00,194656,D2
100078,2005-03-15 00:00:00,556221,L1
100079,2005-03-16 00:00:00,223181,D3
100080,2005-03-17 00:00:00,82673,D2
100081,2005-03-18 00:00:00,15884,D2
100082,2005-03-19 00:00:00,623687,L1
100083,2005-03-20 00:00:00,458590,D2
100084,2005-03-21 00:00:00,462524,D3
100085,2005-03-22 00:00:00,214271,D2
100086,2005-03-23 00:00:00,266958,L2
100087,2005-03-24 00:00:00,220464,D3
100088,2005-03-25 00:00:00,476907,L3
100089,2005-03-26 00:00:00,915193,D2
100090,2005-03-27 00:00:00,468552,D3
100091,2005-03-28 00:00:00,741507,L3
100092,2005-03-29 00:00:00,821151,D1
100093,2005-03-30 00:00:00,942209,D2
100094,2005-03-31 00:00:00,31417,D3
100095,2005-04-01 00:00:00,353145,L3
100096,2005-04-02 00:00:00,52320,L1
100097,2005-04-03 00:00:00,277465,D2
100098,2005-04-04 00:00:00,752436,D2
100099,2005-04-05 00:00:00,107982,L3
100100,2005-04-06 00:00:00,899843,L2
100101,2005-04-07 00:00:00,788173,D2
100102,2005-04-08 00:00:00,50939,L2
100103,2005-04-09 00:00:00,903055,D2
100104,2005-04-10 00:00:00,228805,L2
100105,2005-04-11 00:00:00,941068,D1
100106,2005-04-12 00:00:00,41135,D1
100107,2005-04-13 00:00:00,644009,D3
100108,2005-04-14 00:00:00,563923,D3
100109,2005-04-15 00:00:00,367008,D2
100110,2005-04-16 00:00:00,880002,D2
100111,2005-04-17 00:00:00,110833,D1
100112,2005-04-18 00:00:00,403144,L2
100113,2005-04-19 00:00:00,144570,D2
100114,2005-04-20 00:00:00,122511,L1
100115,2005-04-21 00:00:00,591236,D1
100116,2005-04-22 00:00:00,495980,D3
100117,2005-04-23 00:00:00,861512,L2
100118,2005-04-24 00:00:00,196441,L3
100119,2005-04-25 00:00:00,168952,L1
100120,2005-04-26 00:00:00,367600,D2
100121,2005-04-27 00:00:00,691810,D1
100122,2005-04-28 00:00:00,905549,D1
100123,2005-04-29 00:00:00,712554,D2
100124,2005-04-30 00:00:00,329487,D1
100125,2005-05-01 00:00:00,987664,L1
100126,2005-05-02 00:00:00,662386,D2
100127,2005-05-03 00:00:00,572433,D1
100128,2005-05-04 00:00:00,537925,D2
100129,2005-05-05 00:00:00,221326,D2
100130,2005-05-06 00:00:00,716620,D2
100131,2005-05-07 00:00:00,341759,D3
100132,2005-05-08 00:00:00,386377,D3
100133,2005-05-09 00:00:00,710167,L1
100134,2005-05-10 00:00:00,154065,D1
100135,2005-05-11 00:00:00,735505,L2
100136,2005-05-12 00:00:00,709413,D2
100137,2005-05-13 00:00:00,937800,D2
100138,2005-05-14 00:00:00,236352,D2
100139,2005-05-15 00:00:00,339497,D2
100140,2005-05-16 00:00:00,977118,D2
100126,2003-02-20 00:00:00,152241,L3
100127,2003-02-21 00:00:00,649175,D2
100128,2003-02-22 00:00:00,879536,D1
100129,2003-02-23 00:00:00,540047,D2
100130,2003-02-24 00:00:00,714873,L2
100131,2003-02-25 00:00:00,82455,L1
100132,2003-02-26 00:00:00,759663,D2
100133,2003-02-27 00:00:00,676448,D2
100134,2003-02-28 00:00:00,394710,D1
100135,2003-03-01 00:00:00,238401,L1
100136,2003-03-02 00:00:00,936482,D1
100137,2003-03-03 00:00:00,518947,L3
100138,2003-03-04 00:00:00,943056,D2
100139,2003-03-05 00:00:00,778440,L2
100140,2003-03-06 00:00:00,20151,D2
100141,2003-03-07 00:00:00,122094,L2
100142,2003-03-08 00:00:00,663731,D2
100143,2003-03-09 00:00:00,507666,D3
100144,2003-03-10 00:00:00,385889,L1
100145,2003-03-11 00:00:00,510416,L3
100146,2003-03-12 00:00:00,709825,L2
100147,2003-03-13 00:00:00,78367,D3
100148,2003-03-14 00:00:00,101648,D2
100149,2003-03-15 00:00:00,722379,L3
100150,2003-03-16 00:00:00,543045,L3
100151,2003-03-17 00:00:00,975369,L3
100152,2003-03-18 00:00:00,31281,D2
100153,2003-03-19 00:00:00,982491,D2
100154,2003-03-20 00:00:00,646103,L3
100155,2003-03-21 00:00:00,46888,D3
100156,2003-03-22 00:00:00,385317,L1
100157,2003-03-23 00:00:00,602921,D2
100158,2003-03-24 00:00:00,730597,D1
100159,2003-03-25 00:00:00,645378,D2
100160,2003-03-26 00:00:00,564951,D2
100161,2003-03-27 00:00:00,70887,L1
100162,2003-03-28 00:00:00,675917,D2
100163,2003-03-29 00:00:00,151255,D3
100164,2003-03-30 00:00:00,528530,L1
100165,2003-03-31 00:00:00,587016,D2
100166,2003-04-01 00:00:00,650724,D2
100167,2003-04-02 00:00:00,356202,D2
100168,2003-04-03 00:00:00,649240,D1
100169,2003-04-04 00:00:00,160590,D1
100170,2003-04-05 00:00:00,736140,D3
100171,2003-04-06 00:00:00,837409,L3
100172,2003-04-07 00:00:00,6281,D3
100173,2003-04-08 00:00:00,135676,L2
100174,2003-04-09 00:00:00,38325,D2
100175,2003-04-10 00:00:00,899061,D1
100176,2003-04-11 00:00:00,630109,L3
100177,2003-04-12 00:00:00,261530,L2
100178,2003-04-13 00:00:00,542777,L1
100179,2003-04-14 00:00:00,775891,L1
100180,2003-04-15 00:00:00,641565,D1
100181,2003-04-16 00:00:00,90473,D2
100182,2003-04-17 00:00:00,917334,L1
100183,2003-04-18 00:00:00,203064,L3
100184,2003-04-19 00:00:00,145188,L2
100185,2003-04-20 00:00:00,23543,D1
100186,2003-04-21 00:00:00,733854,D2
100187,2003-04-22 00:00:00,760590,D2
100188,2003-04-23 00:00:00,419449,D3
100189,2003-04-24 00:00:00,908268,L2
100190,2003-04-25 00:00:00,172763,D3
100191,2003-04-26 00:00:00,120491,L2
100192,2003-04-27 00:00:00,857656,D2
100193,2003-04-28 00:00:00,123529,D3
100194,2003-04-29 00:00:00,619081,L3
100195,2003-04-30 00:00:00,541705,D3
100196,2003-05-01 00:00:00,210542,D2
100197,2003-05-02 00:00:00,261921,D2
100198,2003-05-03 00:00:00,765850,D1
100199,2003-05-04 00:00:00,901511,D2
100200,2003-05-05 00:00:00,249719,L1
100001,2003-05-06 00:00:00,882392,D2
100002,2003-05-07 00:00:00,129158,D2
100003,2003-05-08 00:00:00,525467,L1
100004,2003-05-09 00:00:00,152276,D2
100005,2003-05-10 00:00:00,768153,L2
100006,2003-05-11 00:00:00,73509,D3
100007,2003-05-12 00:00:00,624408,L3
100008,2003-05-13 00:00:00,353117,D3
100009,2003-05-14 00:00:00,869096,D2
100010,2003-05-15 00:00:00,48893,D2
100011,2003-05-16 00:00:00,445347,L3
100012,2003-05-17 00:00:00,122909,D2
100013,2003-05-18 00:00:00,301806,D2
100014,2003-05-19 00:00:00,440577,L3
100015,2003-05-20 00:00:00,456458,D2
100016,2003-05-21 00:00:00,983273,L2
100017,2003-05-22 00:00:00,110813,L2
100018,2003-05-23 00:00:00,422253,D2
100019,2003-05-24 00:00:00,927891,L1
100020,2003-05-25 00:00:00,354481,L1
100021,2003-05-26 00:00:00,213507,D2
100022,2003-05-27 00:00:00,10705,D2
100023,2003-05-28 00:00:00,132183,D2
100024,2003-05-29 00:00:00,580217,D1
100025,2003-05-30 00:00:00,711283,L3
100026,2003-05-31 00:00:00,550750,D1
100027,2003-06-01 00:00:00,701497,L3
100028,2003-06-02 00:00:00,120117,D3
100029,2003-06-03 00:00:00,871403,D2
100030,2003-06-04 00:00:00,501529,D2
100031,2003-06-05 00:00:00,326955,D3
100032,2003-06-06 00:00:00,332402,L3
100033,2003-06-07 00:00:00,869051,L2
100034,2003-06-08 00:00:00,2003,D2
100035,2003-06-09 00:00:00,38726,D1
100036,2003-06-10 00:00:00,91906,D2
100037,2003-06-11 00:00:00,473476,D2
100038,2003-06-12 00:00:00,910332,L3
100039,2003-06-13 00:00:00,700619,L3
100040,2003-06-14 00:00:00,575348,D1
100041,2003-06-15 00:00:00,87281,L1
100042,2003-06-16 00:00:00,578115,L2
100043,2003-06-17 00:00:00,199883,D3
100044,2003-06-18 00:00:00,423455,D2
100045,2003-06-19 00:00:00,67486,D2
100046,2003-06-20 00:00:00,256775,D2
100047,2003-06-21 00:00:00,872622,L1
100048,2003-06-22 00:00:00,457157,L1
100049,2003-06-23 00:00:00,801791,D3
100050,2003-06-24 00:00:00,294737,D2
100051,2003-06-25 00:00:00,926455,D1
100052,2003-06-26 00:00:00,473199,D1
100053,2003-06-27 00:00:00,757463,L1
100054,2003-06-28 00:00:00,276479,D2
100055,2003-06-29 00:00:00,713524,L3
100056,2003-06-30 00:00:00,919682,D2
100057,2003-07-01 00:00:00,150410,D3
100058,2003-07-02 00:00:00,794878,D1
100059,2003-07-03 00:00:00,490250,D1
100060,2003-07-04 00:00:00,437942,D2
100061,2003-07-05 00:00:00,589606,D2
100062,2003-07-06 00:00:00,636422,L2
100063,2003-07-07 00:00:00,249682,L3
100064,2003-07-08 00:00:00,627845,D1
100065,2003-07-09 00:00:00,873996,D2
100066,2003-07-10 00:00:00,762346,D2
100067,2003-07-11 00:00:00,718614,L2
100068,2003-07-12 00:00:00,345942,D3
100069,2003-07-13 00:00:00,707320,D2
100070,2003-07-14 00:00:00,95217,L3
100071,2003-07-15 00:00:00,9770,D1
100072,2003-07-16 00:00:00,521799,D3
100073,2003-07-17 00:00:00,667811,L2
100074,2003-07-18 00:00:00,790512,L2
100075,2003-07-19 00:00:00,502062,D1
100076,2003-07-20 00:00:00,738894,L2
100077,2003-07-21 00:00:00,870860,D3
100078,2003-07-22 00:00:00,344517,D1
100079,2003-07-23 00:00:00,351667,D2
100080,2003-07-24 00:00:00,873415,L1
100081,2003-07-25 00:00:00,988493,L3
100082,2003-07-26 00:00:00,952285,D2
100083,2003-07-27 00:00:00,381954,D1
100084,2003-07-28 00:00:00,793330,L3
100085,2003-07-29 00:00:00,936251,L1
100086,2003-07-30 00:00:00,538610,L2
100087,2003-07-31 00:00:00,44954,D2
100088,2003-08-01 00:00:00,644516,D2
100089,2003-08-02 00:00:00,142399,D2
100090,2003-08-03 00:00:00,253701,L3
100091,2003-08-04 00:00:00,557359,L3
100092,2003-08-05 00:00:00,59823,D2
100093,2003-08-06 00:00:00,98695,L3
100094,2003-08-07 00:00:00,865188,D1
100095,2003-08-08 00:00:00,952232,D3
100096,2003-08-09 00:00:00,427326,D1
100097,2003-08-10 00:00:00,334957,L1
100098,2003-08-11 00:00:00,701488,D2
100099,2003-08-12 00:00:00,622910,D1
100100,2003-08-13 00:00:00,57504,D2
100101,2003-08-14 00:00:00,488140,D2
100102,2003-08-15 00:00:00,527737,D1
100103,2003-08-16 00:00:00,172385,L2
100104,2003-08-17 00:00:00,689323,D2
100105,2003-08-18 00:00:00,10798,D2
100106,2003-08-19 00:00:00,699730,D1
100107,2003-08-20 00:00:00,301028,D1
100108,2003-08-21 00:00:00,72528,D1
100109,2003-08-22 00:00:00,669227,D2
100110,2003-08-23 00:00:00,794746,L1
100111,2003-08-24 00:00:00,422610,D2
100112,2003-08-25 00:00:00,616705,D2
100113,2003-08-26 00:00:00,30240,D2
100114,2003-08-27 00:00:00,432413,L1
100115,2003-08-28 00:00:00,739270,D3
100116,2003-08-29 00:00:00,691335,L1
100117,2003-08-30 00:00:00,272446,L3
100118,2003-08-31 00:00:00,198212,D2
100119,2003-09-01 00:00:00,256501,L1
100120,2003-09-02 00:00:00,589408,D1
100121,2003-09-03 00:00:00,897579,L2
100122,2003-09-04 00:00:00,201307,D3
100123,2003-09-05 00:00:00,837759,D2
100124,2003-09-06 00:00:00,756577,L2
100125,2003-09-07 00:00:00,635859,D1
100126,2003-09-08 00:00:00,685012,L3
100127,2003-09-09 00:00:00,704350,D2
100128,2003-09-10 00:00:00,645578,D3
100129,2003-09-11 00:00:00,249854,L2
100130,2003-09-12 00:00:00,456274,D1
100131,2003-09-13 00:00:00,310671,D1
100132,2003-09-14 00:00:00,529312,D2
100133,2003-09-15 00:00:00,23453,L2
100134,2003-09-16 00:00:00,713784,D2
100135,2003-09-17 00:00:00,557473,D2
100136,2003-09-18 00:00:00,104867,D2
100137,2003-09-19 00:00:00,638110,D2
100138,2003-09-20 00:00:00,70783,D2
100139,2003-09-21 00:00:00,958123,D1
100140,2003-09-22 00:00:00,767186,D1
100141,2003-09-23 00:00:00,359240,D1
100142,2003-09-24 00:00:00,475135,L3
100143,2003-09-25 00:00:00,890554,D2
100144,2003-09-26 00:00:00,8222,L2
100145,2003-09-27 00:00:00,770749,D1
100146,2003-09-28 00:00:00,213504,D2
100147,2003-09-29 00:00:00,248863,L3
100148,2003-09-30 00:00:00,277182,L2
100149,2003-10-01 00:00:00,691264,D2
100150,2003-10-02 00:00:00,472741,D3
100151,2003-10-03 00:00:00,925769,L3
100152,2003-10-04 00:00:00,967165,D2
100153,2003-10-05 00:00:00,709679,D2
100154,2003-10-06 00:00:00,525018,L3
100155,2003-10-07 00:00:00,327032,L1
100156,2003-10-08 00:00:00,132080,L1
